,store_code_uc,year_week,y_counterfactual,y_predict,week_sales,region
0,184692,201401,334852.3001,334852.3001,375690.28,not affected by soda tax
1,184692,201402,337119.6117,337119.6117,381304.47,not affected by soda tax
2,184692,201403,327579.3048,327579.3048,341109.59,not affected by soda tax
3,184692,201404,326195.3805,326195.3805,330701.72,not affected by soda tax
4,184692,201405,323514.1717,323514.1717,316418.38,not affected by soda tax
5,184692,201406,339740.6769,339740.6769,357851.94,not affected by soda tax
6,184692,201407,336661.9593,336661.9593,306325.94,not affected by soda tax
7,184692,201408,324719.3455,324719.3455,329164.91,not affected by soda tax
8,184692,201409,323707.345,323707.345,330336.56,not affected by soda tax
9,184692,201410,335584.0924,335584.0924,367995.03,not affected by soda tax
10,184692,201411,330076.181,330076.181,343093.75,not affected by soda tax
11,184692,201412,329249.0815,329249.0815,326976.75,not affected by soda tax
12,184692,201413,320949.217,320949.217,299599.25,not affected by soda tax
13,184692,201414,330300.5509,330300.5509,361032.13,not affected by soda tax
14,184692,201415,335000.2931,335000.2931,383279.09,not affected by soda tax
15,184692,201416,343082.9055,343082.9055,351200.56,not affected by soda tax
16,184692,201417,320534.0852,320534.0852,317546.22,not affected by soda tax
17,184692,201418,328025.0421,328025.0421,333011.19,not affected by soda tax
18,184692,201419,335937.5578,335937.5578,348606.25,not affected by soda tax
19,184692,201420,334180.7949,334180.7949,338092.78,not affected by soda tax
20,184692,201421,327007.1428,327007.1428,318192.13,not affected by soda tax
21,184692,201422,335228.4472,335228.4472,346922.22,not affected by soda tax
22,184692,201423,335625.9355,335625.9355,379323.63,not affected by soda tax
23,184692,201424,339072.5634,339072.5634,353560.78,not affected by soda tax
24,184692,201425,329752.2,329752.2,338579.06,not affected by soda tax
25,184692,201426,322421.7059,322421.7059,306137.72,not affected by soda tax
26,184692,201427,336385.7549,336385.7549,372751.91,not affected by soda tax
27,184692,201428,344656.2111,344656.2111,347248.06,not affected by soda tax
28,184692,201429,326457.3213,326457.3213,329981.03,not affected by soda tax
29,184692,201430,325946.4256,325946.4256,318305.81,not affected by soda tax
30,184692,201431,330379.4736,330379.4736,341464.72,not affected by soda tax
31,184692,201432,339163.9548,339163.9548,384130.22,not affected by soda tax
32,184692,201433,334458.4963,334458.4963,343035.66,not affected by soda tax
33,184692,201434,341838.1284,341838.1284,327559.84,not affected by soda tax
34,184692,201435,341995.5742,341995.5742,312210.09,not affected by soda tax
35,184692,201436,350838.4586,350838.4586,364335.84,not affected by soda tax
36,184692,201437,336237.9979,336237.9979,352679.22,not affected by soda tax
37,184692,201438,330053.8011,330053.8011,319748.28,not affected by soda tax
38,184692,201439,328828.3055,328828.3055,317673.19,not affected by soda tax
39,184692,201440,334874.5105,334874.5105,341395.09,not affected by soda tax
40,184692,201441,342205.7441,342205.7441,364672.69,not affected by soda tax
41,184692,201442,334772.3115,334772.3115,330088.69,not affected by soda tax
42,184692,201443,333224.0885,333224.0885,318512.53,not affected by soda tax
43,184692,201444,334918.7934,334918.7934,309549.78,not affected by soda tax
44,184692,201445,344895.2152,344895.2152,346497.28,not affected by soda tax
45,184692,201446,334777.971,334777.971,333594.44,not affected by soda tax
46,184692,201447,341281.4164,341281.4164,349200.06,not affected by soda tax
47,184692,201448,372717.92,372717.92,395655.81,not affected by soda tax
48,184692,201449,353528.0058,353528.0058,337576.06,not affected by soda tax
49,184692,201450,355468.7387,355468.7387,335235.03,not affected by soda tax
50,184692,201451,366518.9226,366518.9226,315719.97,not affected by soda tax
51,184692,201452,383050.425,383050.425,315782.53,not affected by soda tax
52,184692,201501,349312.4955,349312.4955,356936.59,not affected by soda tax
53,184692,201502,355798.6299,355798.6299,345898.34,not affected by soda tax
54,184692,201503,335873.0019,335873.0019,320925.88,not affected by soda tax
55,184692,201504,332406.379,332406.379,325778.81,not affected by soda tax
56,184692,201505,332353.6441,332353.6441,332066.66,not affected by soda tax
57,184692,201506,344594.0258,344594.0258,342264.94,not affected by soda tax
58,184692,201507,339758.4597,339758.4597,313797.19,not affected by soda tax
59,184692,201508,331055.3026,331055.3026,327094.31,not affected by soda tax
60,184692,201509,329117.9176,329117.9176,319614.28,not affected by soda tax
61,184692,201510,319411.4194,338039.0393,337481.5,not affected by soda tax
62,184692,201511,318398.0624,337025.6823,340354.22,not affected by soda tax
63,184692,201512,317261.3522,335888.9721,316326.84,not affected by soda tax
64,184692,201513,312609.4459,331237.0659,316611.41,not affected by soda tax
65,184692,201514,331437.3774,350064.9973,351408.16,not affected by soda tax
66,184692,201515,317935.6555,336563.2755,342429.72,not affected by soda tax
67,184692,201516,313813.9605,332441.5804,331171.38,not affected by soda tax
68,184692,201517,314777.2367,333404.8566,340132.72,not affected by soda tax
